arc	source	where	terms	status	hits_per_head	top_paths	quote
B609_sealed_values	main	frontier/B609_sealed_values/SEALED_VALUE_TABLE.md:32	channel sealed beyond golden	GENERIC	"{""audit/b775-braver-questions"":64,""claude/new-session-qor5up"":54,""claude/outside-bench"":86,""codex/seat-r001"":77,""main"":85,""paper/structure-genesis-first"":58}"	docs/CAMPAIGN_STATUS.md | docs/ERROR_LEDGER.md | docs/HINT_LEDGER.md | docs/LAW_MAP.md | docs/LEAD_REGISTER.md | docs/MASTERPLAN.md | docs/OPEN_LEADS.md | docs/SEAL_LEDGER.md | +11 catch-all	no channel↔line map was ever sealed beyond golden
B614_null_model	main	frontier/B614_null_model/NULL_MODEL_DESIGN.md (section 0)	mechanically comparison approves amends	LEAD	"{""audit/b775-braver-questions"":0,""claude/new-session-qor5up"":0,""claude/outside-bench"":1,""codex/seat-r001"":0,""main"":1,""paper/structure-genesis-first"":0}"	docs/views/VERDICT_LEDGER.md	No comparison is computed in this arc; the comparison runs once, mechanically, in the next arc, only after seat 4 approves or amends this design.
B614_null_model	main	frontier/B614_null_model/NULL_MODEL_DESIGN.md (section 6, MB12)	non-trivial comparison ever	GENERIC	"{""audit/b775-braver-questions"":39,""claude/new-session-qor5up"":28,""claude/outside-bench"":43,""codex/seat-r001"":39,""main"":42,""paper/structure-genesis-first"":33}"	docs/CAMPAIGN_STATUS.md | docs/HINT_LEDGER.md | docs/OPEN_LEADS.md | docs/SEAL_LEDGER.md | docs/THE_END_TO_END_CHAIN.md | docs/atlas/FAILURE_ATLAS.md | frontier/B533_coupling_invariance/FINDINGS.md | frontier/B571_day0_internalization/BURIED_ITEMS.json | +6 catch-all	Non-trivial: no comparison has ever been computed; the map is new.
B615_comparison	main	frontier/B615_comparison/FINDINGS.md (Disclosure item 2)	assistant knowledge measured recorded	LEAD	"{""audit/b775-braver-questions"":8,""claude/new-session-qor5up"":7,""claude/outside-bench"":9,""codex/seat-r001"":8,""main"":9,""paper/structure-genesis-first"":7}"	docs/INPUT_COMPLETENESS_LEDGER.md | frontier/B630_matrix_comparison_design/COMPARISON_DESIGN.md | frontier/B921_branch_harvest/harvested/frontier/B796_coupling_campaign/context_sweep/sweep_error_protocol.md | frontier/B1194_existence_audit/verification/audit_cells.json | frontier/B796_coupling_campaign/context_sweep/sweep_error_protocol.md | +5 catch-all	The measured targets are PDG 2024 central values recorded from the assistant seat's knowledge (flagged in the script header).
B616_heldout	main	frontier/B616_heldout/HELDOUT_DESIGN.md (The held-out families section)	object-universal mixing-fraction held-out-tested decomposition	NO_HIT	"{""audit/b775-braver-questions"":0,""claude/new-session-qor5up"":0,""claude/outside-bench"":0,""codex/seat-r001"":0,""main"":0,""paper/structure-genesis-first"":0}"		the mixing-fraction family is OBJECT-UNIVERSAL (the E6 principal decomposition does not depend on the knot), so it cannot be held-out-tested
B624_observable_bridge	main	frontier/B624_observable_bridge/FINDINGS.md	resource-killed generality residual noted	LEAD	"{""audit/b775-braver-questions"":1,""claude/new-session-qor5up"":1,""claude/outside-bench"":1,""codex/seat-r001"":1,""main"":1,""paper/structure-genesis-first"":1}"	frontier/B738_pathfinder_compiler/kill_graph.json	Residual noted by the seat: the kappa = 28..40 generality sweep was resource-killed and is NOT claimed.
B626_jacobian_reality	main	frontier/B626_jacobian_reality/FINDINGS.md (Consequences registered)	unresolved discrete branch sign	GENERIC	"{""audit/b775-braver-questions"":33,""claude/new-session-qor5up"":29,""claude/outside-bench"":46,""codex/seat-r001"":36,""main"":41,""paper/structure-genesis-first"":30}"	docs/HINT_LEDGER.md | docs/OPEN_LEADS.md | docs/views/VERDICT_LEDGER.md | frontier/B707_meeting_points/FINDINGS.md | frontier/B709_turok_marriage_adjudication/FINDINGS.md | frontier/B738_pathfinder_compiler/kill_graph.json | frontier/B770_closure_census/CENSUS.md | frontier/B770_closure_census/census.json | +12 catch-all	WHICH branch is its discrete rep is unresolved, so no sign claim
B626_jacobian_reality	main	frontier/B626_jacobian_reality/FINDINGS.md	discrete-branch follow-on identification unidentified	DOC_ECHO	"{""audit/b775-braver-questions"":1,""claude/new-session-qor5up"":1,""claude/outside-bench"":1,""codex/seat-r001"":1,""main"":1,""paper/structure-genesis-first"":1}"	 | +1 catch-all	Several branches remain numerically unidentified (honestly listed by the seat); the discrete-branch identification per word is the follow-on.
B627_silver_heldout	main	frontier/B627_silver_heldout/cellF_full_result.md (VERDICT paragraph)	closed-form sqrt5 identification against	LEAD	"{""audit/b775-braver-questions"":20,""claude/new-session-qor5up"":20,""claude/outside-bench"":31,""codex/seat-r001"":25,""main"":30,""paper/structure-genesis-first"":20}"	docs/views/VERDICT_LEDGER.md | frontier/B571_day0_internalization/BURIED_ITEMS.json | frontier/B659_novelty_dossier/SWEEP_RESULTS.md | frontier/B662_successor_campaign/cellI/gamma5_map.py | frontier/B738_pathfinder_compiler/kill_graph.json | frontier/B742_negatives_hunt_p1/stageA/bprime_annotations.json | frontier/B756_remaining_doors/RAW_WORKFLOW_OUTPUT.json | frontier/B770_closure_census/census.json | +3 catch-all	exact closed-form identification (PSLQ against {1,x1,x1^2,x1^3} and against {1,sqrt5} bases) did NOT succeed within budget
B627_silver_heldout	main	frontier/B627_silver_heldout/cellF_full_result.md (caveats section)	tran-yamaguchi b622 analogous second	NO_HIT	"{""audit/b775-braver-questions"":0,""claude/new-session-qor5up"":0,""claude/outside-bench"":0,""codex/seat-r001"":0,""main"":0,""paper/structure-genesis-first"":0}"		No independent second METHOD (analogous to B622's Porti/Tran-Yamaguchi check for m=1) was run for m=4,5,7,8,11
B627_silver_heldout	main	frontier/B627_silver_heldout/cellF_full_result.md (Deliverables section)	frontier-style repo-read-only exploratory instruction	NO_HIT	"{""audit/b775-braver-questions"":0,""claude/new-session-qor5up"":0,""claude/outside-bench"":0,""codex/seat-r001"":0,""main"":0,""paper/structure-genesis-first"":0}"		this work is exploratory/frontier-style computation done in the scratchpad per the task's own repo-read-only instruction — nothing was committed, no FINDINGS.md was written in the repo, and no banking/CLAIMS.md action was taken
B629_interaction_values	main	SEALED_INTERACTION_VALUES.md, MB12 section	anywhere matrix sealed	GENERIC	"{""audit/b775-braver-questions"":140,""claude/new-session-qor5up"":128,""claude/outside-bench"":164,""codex/seat-r001"":147,""main"":162,""paper/structure-genesis-first"":134}"	docs/CAMPAIGN_STATUS.md | docs/HINT_LEDGER.md | docs/LAW_MAP.md | docs/OPEN_LEADS.md | docs/PRACTICES.md | docs/SEAL_LEDGER.md | docs/THEOREM_LEDGER.md | docs/THE_END_TO_END_CHAIN.md | +11 catch-all	the |B_ij|² table as a MATRIX was never sealed anywhere
B629_interaction_values	main	SEALED_INTERACTION_VALUES.md, MB12 section	off-diagonal entries golden	GENERIC	"{""audit/b775-braver-questions"":42,""claude/new-session-qor5up"":41,""claude/outside-bench"":48,""codex/seat-r001"":43,""main"":46,""paper/structure-genesis-first"":41}"	docs/CAMPAIGN_STATUS.md | docs/OPEN_LEADS.md | docs/anatomy/VERDICT_LEDGER.md | docs/views/VERDICT_LEDGER.md | frontier/B594_e6_hearing/PREREGISTRATION.md | frontier/B660_structure_campaign/origin_docs/DARK_SECTOR_WAVE1_HANDOFF.md | frontier/B662_successor_campaign/cellA/PROOF_NOTE.md | frontier/B662_successor_campaign/cellH/FINDINGS_CELL.md | +6 catch-all	the off-diagonal golden entries ... are all NEW (never banked)
B629_interaction_values	main	COMPARISON_DESIGN.md §7 (referenced/anticipated by B629's framing of the one authorized comparison)	matrix-level comparison program ever	LEAD	"{""audit/b775-braver-questions"":10,""claude/new-session-qor5up"":8,""claude/outside-bench"":8,""codex/seat-r001"":8,""main"":8,""paper/structure-genesis-first"":8}"	docs/OPEN_LEADS.md | docs/views/VERDICT_LEDGER.md | frontier/B630_matrix_comparison_design/COMPARISON_DESIGN.md | frontier/B770_closure_census/census.json | frontier/B921_branch_harvest/harvested/frontier/B796_coupling_campaign/context_sweep/sweep_status_spine.md | papers/VALIDATION_LEDGER.md | frontier/B796_coupling_campaign/context_sweep/sweep_status_spine.md | +3 catch-all	no matrix-level comparison has ever been computed in this program
B630_matrix_comparison_design	main	"COMPARISON_DESIGN.md §7 MB12 (""Non-trivial"")"	matrix-level comparison program ever	LEAD	"{""audit/b775-braver-questions"":9,""claude/new-session-qor5up"":7,""claude/outside-bench"":7,""codex/seat-r001"":7,""main"":7,""paper/structure-genesis-first"":7}"	docs/OPEN_LEADS.md | docs/views/VERDICT_LEDGER.md | frontier/B770_closure_census/census.json | frontier/B921_branch_harvest/harvested/frontier/B796_coupling_campaign/context_sweep/sweep_status_spine.md | papers/VALIDATION_LEDGER.md | frontier/B796_coupling_campaign/context_sweep/sweep_status_spine.md | +3 catch-all	no matrix-level comparison has ever been computed in this program
B630_matrix_comparison_design	main	COMPARISON_DESIGN.md §7	genuinely evaluated distance unknown	LEAD	"{""audit/b775-braver-questions"":4,""claude/new-session-qor5up"":4,""claude/outside-bench"":6,""codex/seat-r001"":6,""main"":6,""paper/structure-genesis-first"":6}"	docs/OPEN_LEADS.md | frontier/B770_closure_census/census.json | papers/VALIDATION_LEDGER.md | docs/views/VERDICT_LEDGER.md | +2 catch-all	D_obs is genuinely unknown at sealing (no distance has been evaluated...)
B631_matrix_comparison	main	"MB13_RETRO_SWEEP.md, ""What the sweep found"""	held-out compared survives object	LEAD	"{""audit/b775-braver-questions"":20,""claude/new-session-qor5up"":17,""claude/outside-bench"":19,""codex/seat-r001"":21,""main"":19,""paper/structure-genesis-first"":17}"	docs/CAMPAIGN_STATUS.md | docs/OPEN_LEADS.md | docs/views/VERDICT_LEDGER.md | frontier/B614_null_model/NULL_MODEL_DESIGN.md | frontier/B663_bifocal_anatomy/BIFOCAL_CLARIFICATION_CC2.md | frontier/B663_bifocal_anatomy/BIFOCAL_STRUCTURE_HANDOFF.md | frontier/B738_pathfinder_compiler/kill_graph.json | frontier/B742_negatives_hunt_p1/stageA/journals/run2_wf4ac2653a_journal.jsonl | +8 catch-all	no prior arc compared any object 3x3 moduli table to |U_PMNS|² — the held-out claim SURVIVES
B631_matrix_comparison	main	"MB13_RETRO_SWEEP.md, ""What the sweep found"""	matrix-level latin-square object-scale comparison	LEAD	"{""audit/b775-braver-questions"":4,""claude/new-session-qor5up"":4,""claude/outside-bench"":4,""codex/seat-r001"":4,""main"":4,""paper/structure-genesis-first"":4}"	docs/OPEN_LEADS.md | frontier/B629_interaction_values/SEALED_INTERACTION_VALUES.md | frontier/B770_closure_census/census.json | +1 catch-all	No collision on the matrix-level comparison itself ... no prior arctan(1/φ) frame angle, no prior Latin-square/circulant closed form, no prior object-scale running (greps empty)
B632_cubic_route	main	PREREGISTRATION.md, MB13 sweep section	principal-sl2 cup-product decomposition texture	LEAD	"{""audit/b775-braver-questions"":2,""claude/new-session-qor5up"":2,""claude/outside-bench"":3,""codex/seat-r001"":4,""main"":3,""paper/structure-genesis-first"":3}"	docs/views/VERDICT_LEDGER.md | +4 catch-all	no arc has ever computed (i) the principal-sl2 decomposition of the 27 AS A LOCAL SYSTEM ... (ii) h¹(M; 27_ρ), (iii) the cup-product cubic texture on H¹(27)
B632_cubic_route	main	CELL2_PREREGISTRATION.md, MB12 section	anywhere built basis	GENERIC	"{""audit/b775-braver-questions"":115,""claude/new-session-qor5up"":108,""claude/outside-bench"":168,""codex/seat-r001"":144,""main"":159,""paper/structure-genesis-first"":117}"	docs/CAMPAIGN_STATUS.md | docs/HINT_LEDGER.md | docs/LAW_MAP.md | docs/MASTERPLAN.md | docs/OPEN_LEADS.md | docs/OPEN_PROBLEMS.md | docs/SEAL_LEDGER.md | docs/THE_END_TO_END_CHAIN.md | +14 catch-all	C has never been built in any repo basis; Ω never computed anywhere
B632_cubic_route	main	CELL2_PREREGISTRATION.md, item 3 (Omega description)	valued clean grep	LEAD	"{""audit/b775-braver-questions"":27,""claude/new-session-qor5up"":20,""claude/outside-bench"":43,""codex/seat-r001"":34,""main"":41,""paper/structure-genesis-first"":28}"	docs/LAW_MAP.md | docs/OPEN_LEADS.md | docs/views/VERDICT_LEDGER.md | frontier/B666_leads_campaign/cellT/TRIAGE_TABLE.md | frontier/B738_pathfinder_compiler/kill_graph.json | frontier/B742_negatives_hunt_p1/stageA/TARGETS.json | frontier/B742_negatives_hunt_p1/stageA/bprime_annotations.json | frontier/B742_negatives_hunt_p1/stageA/journals/run2_wf4ac2653a_journal.jsonl | +8 catch-all	the 27-valued one is new; grep clean
B633_b615r_integration	main	"DESIGN.md, ""The question"" section (re: the claim that uncertainty-awareness weakens significance, and that the result 'dissolves under NuFIT centrals' — both previously asserted, not computed)"	statement	UNSWEEPABLE			Neither statement has been a computation. This cell computes it.
B634_conductor_chord	main	PREREGISTRATION.md, MB13 section	boundary-double mirror-double b580 cohomology	DOC_ECHO	"{""audit/b775-braver-questions"":1,""claude/new-session-qor5up"":1,""claude/outside-bench"":1,""codex/seat-r001"":1,""main"":1,""paper/structure-genesis-first"":1}"	 | +1 catch-all	the boundary-double's cohomology: never computed (B580 G1 registered the mirror-double as the forced coupling; no H¹(D(M); ·) computation exists)
B635_audit_integration	main	referenced from B631's MB13_RETRO_SWEEP.md, restated/adjudicated in B635's item 5 discussion of the B631 structured-null	latin-square object-scale circulant running	LEAD	"{""audit/b775-braver-questions"":5,""claude/new-session-qor5up"":4,""claude/outside-bench"":4,""codex/seat-r001"":4,""main"":4,""paper/structure-genesis-first"":4}"	docs/OPEN_LEADS.md | frontier/B629_interaction_values/SEALED_INTERACTION_VALUES.md | frontier/B631_matrix_comparison/MB13_RETRO_SWEEP.md | frontier/B796_coupling_campaign/harvest/repo_coupling_attempts.md | +1 catch-all	no prior arctan(1/φ) frame angle, no prior Latin-square/circulant closed form, no prior object-scale running (greps empty)
B635_audit_integration	main	"FINDINGS.md, ""The audit's structural verdicts"" item 1 (implicitly an absence/correction claim about where the torsion does NOT live)"	complement belongs bundle double	LEAD	"{""audit/b775-braver-questions"":15,""claude/new-session-qor5up"":14,""claude/outside-bench"":17,""codex/seat-r001"":17,""main"":16,""paper/structure-genesis-first"":18}"	docs/CAMPAIGN_STATUS.md | docs/OPEN_LEADS.md | docs/views/VERDICT_LEDGER.md | frontier/B635_audit_integration/FINDINGS.md | frontier/B659_novelty_dossier/SWEEP_RESULTS.md | frontier/B738_pathfinder_compiler/kill_graph.json | frontier/B770_closure_census/census.json | frontier/B772_negatives_adequacy/audit_results.json | +7 catch-all	the ℤ⊕ℤ/5 belongs to the Sol bundle M_Sol(−A₁), not to any complement double
B637_corrected_cell3	main	PREREGISTRATION.md, MB12 section	amalgam-fox dimension stopped double	LEAD	"{""audit/b775-braver-questions"":1,""claude/new-session-qor5up"":2,""claude/outside-bench"":2,""codex/seat-r001"":2,""main"":2,""paper/structure-genesis-first"":2}"	docs/views/VERDICT_LEDGER.md | +1 catch-all	this seat has never run the amalgam-Fox route on any double; the 3-form at h¹ = 5 has never been computed by anyone (the audit stopped at the dimension table).
B637_corrected_cell3	main	PREREGISTRATION.md, MB13	amalgam-fox mb13 double swept	LEAD	"{""audit/b775-braver-questions"":3,""claude/new-session-qor5up"":3,""claude/outside-bench"":3,""codex/seat-r001"":3,""main"":3,""paper/structure-genesis-first"":3}"	docs/views/VERDICT_LEDGER.md | frontier/B639_conjtheta_cubic/PREREGISTRATION.md | +1 catch-all	MB13 (swept): no prior amalgam-Fox double computation (grep clean)
B638_swap_decomposition	main	PREREGISTRATION.md, opening paragraph (MB13)	involution cohomology operator anywhere	LEAD	"{""audit/b775-braver-questions"":19,""claude/new-session-qor5up"":17,""claude/outside-bench"":23,""codex/seat-r001"":22,""main"":22,""paper/structure-genesis-first"":18}"	docs/CAMPAIGN_STATUS.md | docs/LAW_MAP.md | docs/THE_END_TO_END_CHAIN.md | docs/views/VERDICT_LEDGER.md | frontier/B738_pathfinder_compiler/kill_graph.json | frontier/B742_negatives_hunt_p1/stageA/journals/run2_wf4ac2653a_journal.jsonl | frontier/B742_negatives_hunt_p1/stageA/kill_graph.json | frontier/B742_negatives_hunt_p1/stageA/v3_preassembly.json | +3 catch-all	the swap/deck involution of any double has never been computed as an operator on twisted cohomology anywhere in the bank (grep clean)
B639_conjtheta_cubic	main	PREREGISTRATION.md, MB13	untouched twisted double cubic	LEAD	"{""audit/b775-braver-questions"":31,""claude/new-session-qor5up"":27,""claude/outside-bench"":46,""codex/seat-r001"":33,""main"":37,""paper/structure-genesis-first"":27}"	docs/CAMPAIGN_STATUS.md | docs/HINT_LEDGER.md | docs/LAW_MAP.md | docs/OPEN_LEADS.md | docs/REBASE_2026-07-16.md | docs/views/VERDICT_LEDGER.md | frontier/B199_metallic_exponent_law/workflow_result.json | frontier/B738_pathfinder_compiler/kill_graph.json | +17 catch-all	the cubic on the twisted double has never been computed (their stage 2 computed the 2-form on the PLAIN double; the twisted double's Λ³ is untouched)
B644_mckay_comparison	main	FINDINGS.md, 'Honest status' section	needs-specialist prior-art novelty	LEAD	"{""audit/b775-braver-questions"":34,""claude/new-session-qor5up"":31,""claude/outside-bench"":34,""codex/seat-r001"":33,""main"":34,""paper/structure-genesis-first"":32}"	docs/HINT_LEDGER.md | docs/NOVELTY_AUDIT.md | docs/OPEN_LEADS.md | docs/dossiers/NOVELTY_MAP.md | docs/views/VERDICT_LEDGER.md | frontier/B199_metallic_exponent_law/workflow_result.json | frontier/B204_metallic_wrt_period/FINDINGS.md | frontier/B204_metallic_wrt_period/NOVELTY.md | +4 catch-all	novelty NEEDS-SPECIALIST (prior-art not run; do not claim)
B645_dial_law	main	frontier/B645_dial_law/ARTIFACT_HASHES.txt	exploratory-exact already-banked re-verifiable b645	NO_HIT	"{""audit/b775-braver-questions"":0,""claude/new-session-qor5up"":0,""claude/outside-bench"":0,""codex/seat-r001"":0,""main"":0,""paper/structure-genesis-first"":0}"		HONEST STATUS: B645 had NO PREREGISTRATION — it was an exploratory-exact computation on already-banked B637 tables (zero new runs, zero fitted parameters; every statement an exact identity, re-verifiable by rerun).
B645_dial_law	main	frontier/B645_dial_law/FINDINGS.md, 'Status and routing'	exploratory-exact held-out preregistration parameters	NO_HIT	"{""audit/b775-braver-questions"":0,""claude/new-session-qor5up"":0,""claude/outside-bench"":0,""codex/seat-r001"":0,""main"":0,""paper/structure-genesis-first"":0}"		No preregistration existed for this arc (stated explicitly per the cc2 N4 receipt's flag): exploratory-exact on banked tables — no new runs, no held-out values, no fitted parameters
B645_dial_law	main	frontier/B645_dial_law/FINDINGS.md, 'Status and routing'	arithmetic untouched internal numbers	GENERIC	"{""audit/b775-braver-questions"":51,""claude/new-session-qor5up"":41,""claude/outside-bench"":81,""codex/seat-r001"":60,""main"":72,""paper/structure-genesis-first"":48}"	docs/CAMPAIGN_STATUS.md | docs/ERROR_LEDGER.md | docs/HINT_LEDGER.md | docs/LAW_MAP.md | docs/MASTERPLAN.md | docs/OPEN_LEADS.md | docs/STRUCTURE_TO_NATURE_MASTERPLAN.md | docs/views/VERDICT_LEDGER.md | +19 catch-all	No SM numbers; internal exact arithmetic only; Gate 5 untouched.
B646_wave2_integration	main	FINDINGS.md L26-29	two-pipeline-verified exact-counts level-7 level-8	NO_HIT	"{""audit/b775-braver-questions"":0,""claude/new-session-qor5up"":0,""claude/outside-bench"":0,""codex/seat-r001"":0,""main"":0,""paper/structure-genesis-first"":0}"		Not independently rebuilt here: the level-7/level-8 exact enumerations (their pipeline, sealed + internally two-pipeline-verified 7/7; the k=8 exact-counts npz held on their seat, on request). Banked with that provenance stated.
B646_wave2_integration	main	residuals_loop/r5_locks/proposed_locks_r5.py L269-274 (NOT LOCKED section); same claim in R5_FULL_DETAIL.md #7	itinerary-comparison b565-t5 b544 unreproducible	LEAD	"{""audit/b775-braver-questions"":2,""claude/new-session-qor5up"":2,""claude/outside-bench"":2,""codex/seat-r001"":2,""main"":2,""paper/structure-genesis-first"":2}"	frontier/B646_wave2_integration/cc2_packets/residuals/residuals_loop/r5_locks/proposed_locks_r5.py | tests/test_cc2_r5_adopted.py	"B565-T5 precedent ... B544 -- FK ground state ""Sturmian 610/610 exactly"" and ""itinerary 99.95% Sturmian"": ... No FK Hamiltonian parameters ... or itinerary-comparison method are specified precisely enough to reimplement with confidence. VERDICT: UNREPRODUCIBLE (method underspecified). No assert emitted."
B646_wave2_integration	main	residuals_loop/r5_locks/proposed_locks_r5.py L258-267; R5_FULL_DETAIL.md #10	unreproducible-within-budget level-ratio b480 anywhere	LEAD	"{""audit/b775-braver-questions"":2,""claude/new-session-qor5up"":2,""claude/outside-bench"":2,""codex/seat-r001"":2,""main"":2,""paper/structure-genesis-first"":2}"	frontier/B646_wave2_integration/cc2_packets/residuals/residuals_loop/r5_locks/proposed_locks_r5.py | tests/test_cc2_r5_adopted.py	B480 -- level-ratio <r> = 0.16 at N=181,301: ... no script exists for this figure anywhere in the repo ... VERDICT: UNREPRODUCIBLE-WITHIN-BUDGET. No assert emitted.
B646_wave2_integration	main	R5_FULL_DETAIL.md L73-74	reading-2 survives missing tmatrix	NO_HIT	"{""audit/b775-braver-questions"":0,""claude/new-session-qor5up"":0,""claude/outside-bench"":0,""codex/seat-r001"":0,""main"":0,""paper/structure-genesis-first"":0}"		det_kill.py -- this file is missing from the repo (only wrt_tmatrix.py, Reading-2, survives).
B646_wave2_integration	main	R5_FULL_DETAIL.md L23-24	b482 described single script	LEAD	"{""audit/b775-braver-questions"":1,""claude/new-session-qor5up"":1,""claude/outside-bench"":2,""codex/seat-r001"":1,""main"":2,""paper/structure-genesis-first"":1}"	docs/views/VERDICT_LEDGER.md | papers/P3_THE_PAPER/CLAIM_CANDIDATES.md	B482 ... No single script computes the n=55/40dps limit itself (described in prose only).
B646_wave2_integration	main	R5_FULL_DETAIL.md L61-62	b492 reproducer script inline	LEAD	"{""audit/b775-braver-questions"":10,""claude/new-session-qor5up"":10,""claude/outside-bench"":10,""codex/seat-r001"":10,""main"":10,""paper/structure-genesis-first"":10}"	docs/CAMPAIGN_STATUS.md | docs/views/VERDICT_LEDGER.md | frontier/B738_pathfinder_compiler/kill_graph.json | frontier/B742_negatives_hunt_p1/stageA/batch_dead_12.json | frontier/B742_negatives_hunt_p1/stageA/journals/run2_wf4ac2653a_journal.jsonl | frontier/B742_negatives_hunt_p1/stageA/kill_graph.json | frontier/B742_negatives_hunt_p1/stageA/v3_preassembly.json | tests/test_cc2_r5_adopted.py | +2 catch-all	B492 ... no script (FINDINGS.md: 'Reproducer: inline').
B646_wave2_integration	main	R5_FULL_DETAIL.md L112	b544 directory script	LEAD	"{""audit/b775-braver-questions"":6,""claude/new-session-qor5up"":7,""claude/outside-bench"":6,""codex/seat-r001"":6,""main"":6,""paper/structure-genesis-first"":7}"	docs/OPEN_LEADS.md | docs/views/VERDICT_LEDGER.md | frontier/B770_closure_census/census.json | docs/CAMPAIGN_STATUS.md | +3 catch-all	B544 ... No script in the directory.
B646_wave2_integration	main	R5_FULL_DETAIL.md L173-175; b480_level_ratio.py docstring L3-4	b480 dispersion directory anywhere	NO_HIT	"{""audit/b775-braver-questions"":0,""claude/new-session-qor5up"":0,""claude/outside-bench"":0,""codex/seat-r001"":0,""main"":0,""paper/structure-genesis-first"":0}"		B480_qca_dirac_lens ... qca_dispersion.py in that directory covers only the coin/dispersion (Q1) cell -- no script anywhere computes this specific figure.
B646_wave2_integration	main	TRIAGE_INDEX_20260716.md, Packet 1 R5 row; PACKET_README.md L13	scripts missing source disk	LEAD	"{""audit/b775-braver-questions"":16,""claude/new-session-qor5up"":17,""claude/outside-bench"":18,""codex/seat-r001"":17,""main"":18,""paper/structure-genesis-first"":16}"	docs/CAMPAIGN_STATUS.md | docs/OPEN_LEADS.md | docs/audits/AUDIT_2026-07-21_cc3.md | frontier/B571_day0_internalization/BURIED_ITEMS.json | frontier/B742_negatives_hunt_p1/CAMPAIGN_LEDGER.md | frontier/B742_negatives_hunt_p1/reviews/S16_REVIEW_5_VERDICT.md | frontier/B770_closure_census/census.json | frontier/B887_gate_audit/audit_reports.json | +4 catch-all	two source scripts missing from disk
B646_wave2_integration	main	next_queue/n4_receipt/FINDINGS_CC2.md L25-27	b645 b643 b644 preregistration	LEAD	"{""audit/b775-braver-questions"":11,""claude/new-session-qor5up"":11,""claude/outside-bench"":11,""codex/seat-r001"":10,""main"":11,""paper/structure-genesis-first"":11}"	docs/CAMPAIGN_STATUS.md | docs/SEAL_LEDGER.md | docs/views/VERDICT_LEDGER.md | frontier/B646_wave2_integration/cc2_packets/next_queue/next_queue/n4_receipt/FINDINGS_CC2.md | frontier/B738_pathfinder_compiler/kill_graph.json | frontier/B770_closure_census/census.json | docs/LAW_MAP.md | papers/P3_THE_PAPER/CLAIM_CANDIDATES.md | +5 catch-all	B645 has NO PREREGISTRATION.md / ARTIFACT_HASHES.txt (B643 has both sealed+locked; B644 has both but unlocked).
B646_wave2_integration	main	next_queue/n4_receipt/FINDINGS_CC2.md L27-30	test-locked b644 asserted verified	LEAD	"{""audit/b775-braver-questions"":2,""claude/new-session-qor5up"":2,""claude/outside-bench"":2,""codex/seat-r001"":2,""main"":2,""paper/structure-genesis-first"":2}"	frontier/B646_wave2_integration/cc2_packets/next_queue/next_queue/n4_receipt/FINDINGS_CC2.md | frontier/B738_pathfinder_compiler/kill_graph.json	B644's prereg/script hashes are asserted in FINDINGS prose only, not test-locked; agent verified them to match exactly today -- nothing catches future drift.
B646_wave2_integration	main	FINDINGS.md L21 (re: the N2 'E6 k=4 clock = 36' mis-relay, MB13)	contaminated searched carries clock	LEAD	"{""audit/b775-braver-questions"":4,""claude/new-session-qor5up"":4,""claude/outside-bench"":4,""codex/seat-r001"":4,""main"":4,""paper/structure-genesis-first"":5}"	frontier/B738_pathfinder_compiler/kill_graph.json | frontier/B775_phase2_wave1/wave4_results.json | papers/VALIDATION_LEDGER.md | docs/OPEN_LEADS.md | +1 catch-all	OUR bank carries no contaminated clock value (searched)
B651_wave3_integration	main	cc2_packets/loops_queue/loops_queue/d2_melody/FINDINGS_CC2.md:14	accumulated-limit observable constants anything	LEAD	"{""audit/b775-braver-questions"":1,""claude/new-session-qor5up"":1,""claude/outside-bench"":1,""codex/seat-r001"":1,""main"":1,""paper/structure-genesis-first"":2}"	frontier/B651_wave3_integration/cc2_packets/loops_queue/loops_queue/d2_melody/FINDINGS_CC2.md | docs/LAW_MAP.md	"There is no accumulated-limit / ""song"" channel in this observable family for anything (SM constants included) to condense from."
B651_wave3_integration	main	cc2_packets/loops_queue/loops_queue/d3_child/FINDINGS_CC2.md:9-11	combinations documented tolerance geodesic	LEAD	"{""audit/b775-braver-questions"":6,""claude/new-session-qor5up"":7,""claude/outside-bench"":6,""codex/seat-r001"":8,""main"":6,""paper/structure-genesis-first"":6}"	docs/views/VERDICT_LEDGER.md | frontier/B651_wave3_integration/cc2_packets/loops_queue/loops_queue/d3_child/FINDINGS_CC2.md | frontier/B738_pathfinder_compiler/kill_graph.json | papers/VALIDATION_LEDGER.md | docs/OPEN_LEADS.md | +4 catch-all	no golden volume ratio (nearest: 0.483461 vs log phi = 0.481212, off 2.2e-3 = 2200x tolerance — a MISS...); no 2 log phi geodesic; PSLQ over 18 documented combinations finds nothing.
