arc	source	where	terms	status	hits_per_head	top_paths	quote
B1184_quine_synthesis	frontier/B1184_quine_synthesis	B1184_quine_synthesis/arc_verdict.json:4	qp-1 register carried quine	LEAD	"{""audit/b775-braver-questions"":3,""claude/new-session-qor5up"":3,""claude/outside-bench"":13,""codex/seat-r001"":7,""main"":10,""paper/structure-genesis-first"":3}"	docs/SEAL_LEDGER.md | docs/THEOREM_LEDGER.md | docs/THE_LADDER.md | docs/CAMPAIGN_STATUS.md | docs/views/VERDICT_LEDGER.md | frontier/B1184_quine_synthesis/FINDINGS.md | frontier/B1184_quine_synthesis/arc_verdict.json | +8 catch-all	the register carried 'QP-1 (the quine) open' -- STALE
B1186_family_is_112	frontier/B1186_family_is_112	B1186_family_is_112/FINDINGS.md:62-63	single-homed-content dual-homed b8152 discharged	LEAD	"{""audit/b775-braver-questions"":0,""claude/new-session-qor5up"":0,""claude/outside-bench"":1,""codex/seat-r001"":0,""main"":1,""paper/structure-genesis-first"":0}"	frontier/B1186_family_is_112/FINDINGS.md	the dual-homed artifact B8152 lacked (their single-homed-content debt class, discharged on main)
B1187_depth_closure	frontier/B1187_depth_closure	B1187_depth_closure/FINDINGS.md:10-11	r28-10 b1172 l187 b767	LEAD	"{""audit/b775-braver-questions"":0,""claude/new-session-qor5up"":0,""claude/outside-bench"":5,""codex/seat-r001"":0,""main"":5,""paper/structure-genesis-first"":0}"	docs/views/VERDICT_LEDGER.md | frontier/B1187_depth_closure/FINDINGS.md | +3 catch-all	L187 was registered (B1172) as '7 EXPOSED kills, named stabilization paths, none executed' — STALE at registration: B767 (R28-10, 2026-07-23) had already run 6 of the 7 and fully STABILIZED two.
B1187_depth_closure	frontier/B1187_depth_closure	B1187_depth_closure/ADDENDUM_b8153_nine_words.md:10-11	confirmed anywhere airlock target	LEAD	"{""audit/b775-braver-questions"":10,""claude/new-session-qor5up"":9,""claude/outside-bench"":13,""codex/seat-r001"":9,""main"":13,""paper/structure-genesis-first"":11}"	docs/CAMPAIGN_STATUS.md | docs/views/VERDICT_LEDGER.md | frontier/B738_pathfinder_compiler/kill_graph.json | frontier/B742_negatives_hunt_p1/stageA/journals/run2_wf4ac2653a_journal.jsonl | frontier/B742_negatives_hunt_p1/stageA/kill_graph.json | frontier/B742_negatives_hunt_p1/stageA/v3_preassembly.json | frontier/B770_closure_census/census.json | docs/RELAY_LEDGER.md | +3 catch-all	"confirmed (both seats): no AIRLOCK anywhere in the banked logs — the only ""283"" is the target header."
B1187_depth_closure	frontier/B1187_depth_closure	B1187_depth_closure/ADDENDUM_b8153_nine_words.md:14-15	factor-pattern b8153 mod-p vacuous	LEAD	"{""audit/b775-braver-questions"":0,""claude/new-session-qor5up"":0,""claude/outside-bench"":2,""codex/seat-r001"":0,""main"":2,""paper/structure-genesis-first"":1}"	docs/RELAY_LEDGER.md | frontier/B1187_depth_closure/ADDENDUM_b8153_nine_words.md | +1 catch-all	cc3's B8153 ... the mod-p factor-pattern test ... is VACUOUS
B1188_grand_retrieval	main	FINDINGS.md:19-23	finished-but-forgotten drift-detector one-sentence on-theme	LEAD	"{""audit/b775-braver-questions"":0,""claude/new-session-qor5up"":0,""claude/outside-bench"":1,""codex/seat-r001"":0,""main"":1,""paper/structure-genesis-first"":0}"	docs/views/VERDICT_LEDGER.md	The registry drift class (finished-but-forgotten) returned 132 PROVED on-theme arcs absent from all live surfaces, with the sharpest five (B279, B769, B786, B293, B552) invisible to the drift-detector itself (its ≥500-char floor cannot see one-sentence claims — the E52 treatment applies to it).
B1190_close_loop_batch2	main	FINDINGS.md:28-29	cross-check b1182 completeness assembly	LEAD	"{""audit/b775-braver-questions"":0,""claude/new-session-qor5up"":0,""claude/outside-bench"":10,""codex/seat-r001"":0,""main"":10,""paper/structure-genesis-first"":0}"	docs/CAMPAIGN_STATUS.md | docs/OPEN_LEADS.md | docs/RELAY_LEDGER.md | docs/views/VERDICT_LEDGER.md | frontier/B1191_close_loop_batch3/verification/batch3_cells.json | frontier/B1194_existence_audit/verification/audit_cells.json | frontier/B738_pathfinder_compiler/kill_graph.json | +3 catch-all	**The completeness cross-check that had never been run, now run**: B1182's five adelic legs (c, r, θ = cr, scale, VEV) close **exactly, zero orphans**, against five assembly rows...
B1190_close_loop_batch2	main	FINDINGS.md:30-31	adelic-place-typed b769-proved real	NO_HIT	"{""audit/b775-braver-questions"":0,""claude/new-session-qor5up"":0,""claude/outside-bench"":0,""codex/seat-r001"":0,""main"":0,""paper/structure-genesis-first"":0}"		γ₅ (real, B769-proved independent) has never been adelic-place-typed
B1190_close_loop_batch2	main	verification/batch2_cells.json GC-7 headline	adelic-place-typed b769-proved gamma5 sqrt5	LEAD	"{""audit/b775-braver-questions"":0,""claude/new-session-qor5up"":0,""claude/outside-bench"":1,""codex/seat-r001"":0,""main"":1,""paper/structure-genesis-first"":0}"	frontier/B1190_close_loop_batch2/verification/batch2_cells.json	gamma5 itself (real, B769-proved independent) has never been adelic-place-typed because it lives on the object's other end (Q(sqrt5))
B1190_close_loop_batch2	main	verification/batch2_cells.json GC-9 refutation text	negation-symmetry print-statement on-record self-dual	LEAD	"{""audit/b775-braver-questions"":0,""claude/new-session-qor5up"":0,""claude/outside-bench"":1,""codex/seat-r001"":0,""main"":1,""paper/structure-genesis-first"":0}"	frontier/B1190_close_loop_batch2/verification/batch2_cells.json	Grepping the entire frontier/ tree for any recorded True outcome of this check turns up nothing except the print-statement's own source text — there is no on-record run, anywhere in the campaign, where this specific negation-symmetry pipeline was fed a case expected to be self-dual/real ... and shown to correctly flag it
B1191_close_loop_batch3	main	verification/batch3_cells.json GC-11 refutations block	u-as-apparatus mentioned designed crossing	LEAD	"{""audit/b775-braver-questions"":0,""claude/new-session-qor5up"":0,""claude/outside-bench"":1,""codex/seat-r001"":0,""main"":1,""paper/structure-genesis-first"":0}"	frontier/B1191_close_loop_batch3/verification/batch3_cells.json	"I2 = ""u-as-apparatus, MISSING BY DESIGN"" is never mentioned. I3 = ""the designed crossing, HELD FOR OWNER ELECTION"" is never mentioned (the word ""crossing"" does not occur in the document at all)."
B1191_close_loop_batch3	main	verification/batch3_cells.json GC-11 refutations block	spin-vs-orientation gc-11 b279 anywhere	LEAD	"{""audit/b775-braver-questions"":0,""claude/new-session-qor5up"":0,""claude/outside-bench"":1,""codex/seat-r001"":0,""main"":1,""paper/structure-genesis-first"":0}"	frontier/B1191_close_loop_batch3/verification/batch3_cells.json	Row F3 (spin-vs-orientation ℤ/2, PROVED, B279) does not appear anywhere in GC-11
B1191_close_loop_batch3	main	verification/batch3_cells.json GC-11 refutations block	hypothesis primitive observer entirely	LEAD	"{""audit/b775-braver-questions"":13,""claude/new-session-qor5up"":13,""claude/outside-bench"":26,""codex/seat-r001"":18,""main"":25,""paper/structure-genesis-first"":15}"	docs/CAMPAIGN_STATUS.md | docs/LAW_MAP.md | docs/OPEN_LEADS.md | docs/views/VERDICT_LEDGER.md | frontier/B738_pathfinder_compiler/kill_graph.json | frontier/B742_negatives_hunt_p1/stageA/journals/run2_wf4ac2653a_journal.jsonl | frontier/B742_negatives_hunt_p1/stageA/kill_graph.json | frontier/B742_negatives_hunt_p1/stageA/v3_preassembly.json | +4 catch-all	H3 (primitive observer, null hypothesis) are not explicitly carried as their own ledger items ... H3 is entirely absent.
B1191_close_loop_batch3	main	verification/batch3_cells.json GC-11 refutations block	gc-11-specific per-row checklist directory	LEAD	"{""audit/b775-braver-questions"":0,""claude/new-session-qor5up"":0,""claude/outside-bench"":1,""codex/seat-r001"":0,""main"":1,""paper/structure-genesis-first"":0}"	frontier/B1191_close_loop_batch3/verification/batch3_cells.json	There is no per-row checklist artifact in the cells directory (no GC-11-specific script, no explicit A1…I4 table)
B1191_close_loop_batch3	main	verification/batch3_cells.json GC-13 headline (carried from B1190/GC-7, now closed in this arc)	adelic-place-typed gamma5	LEAD	"{""audit/b775-braver-questions"":0,""claude/new-session-qor5up"":0,""claude/outside-bench"":3,""codex/seat-r001"":0,""main"":3,""paper/structure-genesis-first"":0}"	docs/views/VERDICT_LEDGER.md | frontier/B1190_close_loop_batch2/arc_verdict.json | frontier/B1190_close_loop_batch2/verification/batch2_cells.json	gamma5 ... has never been adelic-place-typed
B1191_close_loop_batch3	main	verification/batch3_cells.json GC-15 evidence	citation-error b998 coverage anywhere	LEAD	"{""audit/b775-braver-questions"":0,""claude/new-session-qor5up"":0,""claude/outside-bench"":1,""codex/seat-r001"":0,""main"":1,""paper/structure-genesis-first"":0}"	frontier/B1191_close_loop_batch3/verification/batch3_cells.json	Only F3 ... has ZERO test coverage anywhere in the repo, matching B998's literal citation-error finding
B1192_close_loop_batch4	main	frontier/B1192_close_loop_batch4/verification/batch4_cells.json, GC-17 evidence field	substitution grammar script corpus	LEAD	"{""audit/b775-braver-questions"":11,""claude/new-session-qor5up"":11,""claude/outside-bench"":23,""codex/seat-r001"":23,""main"":22,""paper/structure-genesis-first"":12}"	docs/CAMPAIGN_STATUS.md | docs/LAW_MAP.md | docs/OPEN_LEADS.md | docs/views/VERDICT_LEDGER.md | frontier/B557_escalator_campaign/PREREGISTRATION.md | frontier/B738_pathfinder_compiler/kill_graph.json | frontier/B770_closure_census/census.json | frontier/B1067_rayclass_harvest/w1_results.json | +9 catch-all	no script in the corpus derives this pair from the {a,b}-substitution grammar
B1192_close_loop_batch4	main	frontier/B1192_close_loop_batch4/verification/batch4_cells.json, GC-17 refutations field	gc17 contains search import	NO_HIT	"{""audit/b775-braver-questions"":0,""claude/new-session-qor5up"":0,""claude/outside-bench"":0,""codex/seat-r001"":0,""main"":0,""paper/structure-genesis-first"":0}"		gc17_arrow_orbit.py contains zero grep/search/import step over the repository to establish this; it is stated as prose fact
B1192_close_loop_batch4	main	frontier/B1192_close_loop_batch4/verification/batch4_cells.json, GC-18 evidence field (plank 1c) -- refuted by the cell's own refutations field	repo-wide compactif anywhere lattice	LEAD	"{""audit/b775-braver-questions"":0,""claude/new-session-qor5up"":0,""claude/outside-bench"":6,""codex/seat-r001"":4,""main"":6,""paper/structure-genesis-first"":0}"	docs/CAMPAIGN_STATUS.md | docs/views/VERDICT_LEDGER.md | docs/OPEN_LEADS.md | frontier/B1194_existence_audit/verification/audit_cells.json | +2 catch-all	"Repo-wide grep for ""Narain""/""lattice CFT""/""lattice compactif""/""E6 lattice"" = 0 hits anywhere"
B1192_close_loop_batch4	main	frontier/B1192_close_loop_batch4/verification/batch4_cells.json, GC-18 evidence field	function support corpus legs	LEAD	"{""audit/b775-braver-questions"":15,""claude/new-session-qor5up"":13,""claude/outside-bench"":28,""codex/seat-r001"":19,""main"":26,""paper/structure-genesis-first"":14}"	docs/LAW_MAP.md | docs/OPEN_LEADS.md | docs/SEAL_LEDGER.md | docs/dossiers/S6_theorem_inventory_cc2.md | docs/views/VERDICT_LEDGER.md | frontier/B738_pathfinder_compiler/kill_graph.json | frontier/B742_negatives_hunt_p1/stageA/kill_graph.json | frontier/B742_negatives_hunt_p1/stageA/v3_preassembly.json | +8 catch-all	P2 (FUNCTION OF EXISTING LEGS) has ZERO corpus support
B1194_existence_audit	main	frontier/B1194_existence_audit/FINDINGS.md section 1 / arc_verdict.json claim_one_line	grep-confirmed specification cosmology inflation	LEAD	"{""audit/b775-braver-questions"":0,""claude/new-session-qor5up"":0,""claude/outside-bench"":3,""codex/seat-r001"":0,""main"":3,""paper/structure-genesis-first"":0}"	docs/views/VERDICT_LEDGER.md | frontier/B1194_existence_audit/FINDINGS.md | frontier/B1194_existence_audit/arc_verdict.json	THE COSMOLOGY LEDGER -- dark matter, inflation, the initial condition are the one genuinely blind region (zero dedicated modern arcs, grep-confirmed; the named first move 'one cosmology specification ledger' never made)
B1195_close_loop_batch5a	main	frontier/B1195_close_loop_batch5a/verification/batch5a_cells.json GC-22 evidence	exhaustive quantities unrelated function	LEAD	"{""audit/b775-braver-questions"":14,""claude/new-session-qor5up"":12,""claude/outside-bench"":25,""codex/seat-r001"":19,""main"":24,""paper/structure-genesis-first"":15}"	docs/views/VERDICT_LEDGER.md | frontier/B738_pathfinder_compiler/kill_graph.json | frontier/B756_remaining_doors/RAW_WORKFLOW_OUTPUT.json | frontier/B770_closure_census/census.json | frontier/B771_phase1_wave1/wave2_results.json | frontier/B771_phase1_wave1/wave3_results.json | frontier/B772_negatives_adequacy/audit_results.json | frontier/B774_chord_pass/stageA_scan.json | +5 catch-all	P2 (FUNCTION OF EXISTING LEGS) has ZERO corpus support: exhaustive grep -ril 'BTZ'/'Hawking' across frontier/ turns up hits only for UNRELATED quantities
B1195_close_loop_batch5a	main	frontier/B1195_close_loop_batch5a/verification/batch5a_cells.json GC-25 caveats	underlying committed polytope anywhere	NO_HIT	"{""audit/b775-braver-questions"":0,""claude/new-session-qor5up"":0,""claude/outside-bench"":0,""codex/seat-r001"":0,""main"":0,""paper/structure-genesis-first"":0}"		the underlying toric fan/polytope data ... is NOT committed anywhere in the repo
B1196_close_loop_batch5b	main	frontier/B1196_close_loop_batch5b/verification/batch5b_cells.json GC-28 evidence -- itself later shown by GC-28's own text to be a correction of an earlier (B1194/EX-6) version of this same absence claim that had missed real arcs	grep-confirmed cosmology dedicated ledger	LEAD	"{""audit/b775-braver-questions"":0,""claude/new-session-qor5up"":0,""claude/outside-bench"":3,""codex/seat-r001"":0,""main"":3,""paper/structure-genesis-first"":0}"	docs/views/VERDICT_LEDGER.md | frontier/B1194_existence_audit/FINDINGS.md | frontier/B1194_existence_audit/arc_verdict.json	THE COSMOLOGY LEDGER STANDS ... zero dedicated modern arcs, grep-confirmed
B1196_close_loop_batch5b	main	frontier/B1196_close_loop_batch5b/verification/batch5b_cells.json GC-28, row 8 (Structure Formation)	false-positive repo-wide speculations hierarchical	DOC_ECHO	"{""audit/b775-braver-questions"":1,""claude/new-session-qor5up"":1,""claude/outside-bench"":1,""codex/seat-r001"":1,""main"":1,""paper/structure-genesis-first"":1}"	 | +1 catch-all	repo-wide grep across docs/frontier/paths/speculations, excluding legacy/, for 'structure formation'/'power spectrum'/'hierarchical clustering'/'halo growth' returns one false-positive ... confirmed by direct read and excluded
B1198_lee_motives_retrieval	main	frontier/B1198_lee_motives_retrieval/FINDINGS.md, quoting the paper's own caveat	hypothetical motivic torsor object	LEAD	"{""audit/b775-braver-questions"":0,""claude/new-session-qor5up"":0,""claude/outside-bench"":4,""codex/seat-r001"":1,""main"":4,""paper/structure-genesis-first"":0}"	docs/views/VERDICT_LEDGER.md | frontier/B1201_lee_verified_and_harvest/verification/cells.json | +3 catch-all	the motivic path torsor is a hypothetical object
B1198_lee_motives_retrieval	main	frontier/B1198_lee_motives_retrieval/ADDENDUM_corrected_B1201.md	dedekind-zeta normalization literature regulator	LEAD	"{""audit/b775-braver-questions"":0,""claude/new-session-qor5up"":0,""claude/outside-bench"":4,""codex/seat-r001"":5,""main"":4,""paper/structure-genesis-first"":0}"	docs/THEOREM_REGISTRY.md | docs/views/VERDICT_LEDGER.md | +6 catch-all	the paper contains no Dedekind-zeta normalization, so the bridge from its regulator statement to our banked Vol = 9√3·ζ_K(2)/π² is absent from the literature
B1199_register_reads_and_L188	main	frontier/B1199_register_reads_and_L188/FINDINGS.md, GC-29 section (paraphrase of the arc's central finding: the corpus DOES contain a successor)	register-carried successor anywhere corpus	NO_HIT	"{""audit/b775-braver-questions"":0,""claude/new-session-qor5up"":0,""claude/outside-bench"":0,""codex/seat-r001"":0,""main"":0,""paper/structure-genesis-first"":0}"		the register-carried 'no successor anywhere in the corpus' claim ... is stale
B1199_register_reads_and_L188	main	frontier/B1199_register_reads_and_L188/FINDINGS.md, Fences section	one-data-point b566 recursion untouched	LEAD	"{""audit/b775-braver-questions"":1,""claude/new-session-qor5up"":1,""claude/outside-bench"":2,""codex/seat-r001"":1,""main"":1,""paper/structure-genesis-first"":1}"	frontier/B571_day0_internalization/BURIED_ITEMS.json | +1 catch-all	B566's separate one-data-point hook (recursion depth vs the exponent of 11^2 in e4) remains untouched and open
B1201_lee_verified_and_harvest	main	frontier/B1201_lee_verified_and_harvest/FINDINGS.md, section (c)	dedekind-zeta sqrt-3 normalization literature	LEAD	"{""audit/b775-braver-questions"":0,""claude/new-session-qor5up"":0,""claude/outside-bench"":3,""codex/seat-r001"":0,""main"":3,""paper/structure-genesis-first"":0}"	docs/views/VERDICT_LEDGER.md | +2 catch-all	the paper never names Q(sqrt-3) and contains no Dedekind-zeta normalization at all, so it does not connect to our banked Vol ... The normalization bridge is absent from the literature, not merely unread
B1201_lee_verified_and_harvest	main	frontier/B1201_lee_verified_and_harvest/FINDINGS.md, section (b)	orientation-revers occurrences amphichir anywhere	LEAD	"{""audit/b775-braver-questions"":7,""claude/new-session-qor5up"":7,""claude/outside-bench"":7,""codex/seat-r001"":7,""main"":7,""paper/structure-genesis-first"":8}"	docs/CAMPAIGN_STATUS.md | docs/views/VERDICT_LEDGER.md | frontier/B742_negatives_hunt_p1/stageA/kill_graph.json | papers/P4_markov_stage/PANEL_v1_findings.md | docs/LAW_MAP.md | +3 catch-all	zero occurrences of 'amphichir', 'chiral', or 'orientation-revers' anywhere in the paper
B1202_already_banked_check	main	frontier/B1202_already_banked_check/FINDINGS.md, Controls section	freeze-out e-folds admissible existence	LEAD	"{""audit/b775-braver-questions"":0,""claude/new-session-qor5up"":0,""claude/outside-bench"":1,""codex/seat-r001"":0,""main"":1,""paper/structure-genesis-first"":0}"	docs/views/VERDICT_LEDGER.md	two regions the existence audit established as genuinely blind: inflation/reheating/e-folds and dark matter/relic abundance/freeze-out ... Both clean (0 settled arcs above threshold), so a MISSING claim there remains admissible
B1207_slow_lane_discharge	main	FINDINGS.md §0	first-ever executed complete finished	LEAD	"{""audit/b775-braver-questions"":2,""claude/new-session-qor5up"":2,""claude/outside-bench"":4,""codex/seat-r001"":2,""main"":4,""paper/structure-genesis-first"":2}"	docs/CAMPAIGN_STATUS.md | docs/views/VERDICT_LEDGER.md | +2 catch-all	the OA_SLOW shadow suite ... fifty gated test files that no runner had ever executed ... first-ever complete run finished after 4 h 45 min
B1207_slow_lane_discharge	main	FINDINGS.md Class C	verifier executed since once	LEAD	"{""audit/b775-braver-questions"":17,""claude/new-session-qor5up"":15,""claude/outside-bench"":28,""codex/seat-r001"":21,""main"":27,""paper/structure-genesis-first"":15}"	docs/ERROR_LEDGER.md | docs/OPEN_LEADS.md | docs/SEAL_LEDGER.md | frontier/B738_pathfinder_compiler/kill_graph.json | frontier/B742_negatives_hunt_p1/reviews/S16_REVIEW_5_VERDICT.md | frontier/B770_closure_census/census.json | frontier/B771_phase1_wave1/wave2_results.json | frontier/B771_phase1_wave1/wave3_results.json | +8 catch-all	the verifier has never once executed since [banked 2026-08-21]
B1207_slow_lane_discharge	main	FINDINGS.md Class A2	verification document carried verdict	GENERIC	"{""audit/b775-braver-questions"":62,""claude/new-session-qor5up"":57,""claude/outside-bench"":91,""codex/seat-r001"":70,""main"":87,""paper/structure-genesis-first"":57}"	docs/CAMPAIGN_STATUS.md | docs/ERROR_LEDGER.md | docs/HINT_LEDGER.md | docs/LAW_MAP.md | docs/MASTERPLAN.md | docs/OPEN_LEADS.md | docs/PRACTICES.md | docs/PRICED_DOORS.md | +20 catch-all	Ten arcs carried a verdict, results and verification -- but no findings document.
B1208_cross_seat_harvest	main	FINDINGS.md LEG 8	cross-seat b1140 preservation something	LEAD	"{""audit/b775-braver-questions"":0,""claude/new-session-qor5up"":0,""claude/outside-bench"":5,""codex/seat-r001"":5,""main"":5,""paper/structure-genesis-first"":0}"	docs/OPEN_LEADS.md | docs/THE_FRAMEWORK.md | docs/views/VERDICT_LEDGER.md | +2 catch-all	Not adopted here. It refutes a preservation property of something main banked (B1140), and the house rule is that a cross-seat result touching a banked claim is verified before it moves anything.
B1208_cross_seat_harvest	main	FINDINGS.md LEG 2 cross-source caveat	factorizations consistent census counts	LEAD	"{""audit/b775-braver-questions"":13,""claude/new-session-qor5up"":13,""claude/outside-bench"":17,""codex/seat-r001"":15,""main"":17,""paper/structure-genesis-first"":13}"	docs/CAMPAIGN_STATUS.md | docs/HINT_LEDGER.md | frontier/B530_natural_history/FINDINGS.md | frontier/B646_wave2_integration/cc2_packets/residuals/residuals_loop/r5_locks/R5_FULL_DETAIL.md | frontier/B738_pathfinder_compiler/kill_graph.json | frontier/B772_negatives_adequacy/audit_results.json | papers/P4_markov_stage/DRAFT_v6.md | papers/P4_markov_stage/DRAFT_v7.md | +3 catch-all	the census alone does NOT force that shape -- this bench finds three factorizations consistent with its four counts
B1209_lee_verification	main	FINDINGS.md Q1	bench trust take	GENERIC	"{""audit/b775-braver-questions"":15,""claude/new-session-qor5up"":13,""claude/outside-bench"":51,""codex/seat-r001"":30,""main"":48,""paper/structure-genesis-first"":17}"	docs/CAMPAIGN_STATUS.md | docs/OPEN_LEADS.md | docs/PRACTICES.md | docs/views/VERDICT_LEDGER.md | frontier/B678_d4_annex/d4_level.py | frontier/B738_pathfinder_compiler/kill_graph.json | frontier/B770_closure_census/census.json | frontier/B771_phase1_wave1/wave2_results.json | +12 catch-all	This bench does not take that on trust.
B1210_paper_spine_sweep	main	FINDINGS.md §4 Fences	remaining coverage	GENERIC	"{""audit/b775-braver-questions"":31,""claude/new-session-qor5up"":36,""claude/outside-bench"":48,""codex/seat-r001"":36,""main"":43,""paper/structure-genesis-first"":31}"	docs/CAMPAIGN_STATUS.md | docs/LAW_MAP.md | docs/MASTERPLAN.md | docs/OPEN_LEADS.md | docs/dossiers/S6_theorem_inventory_cc2.md | docs/views/VERDICT_LEDGER.md | frontier/B199_metallic_exponent_law/workflow_result.json | frontier/B367_value_map/FINDINGS.md | +14 catch-all	Coverage of the remaining ~660 PROVED arcs is not claimed.
B1210_paper_spine_sweep	main	FINDINGS.md §4 Fences	corrections flags pairs five	LEAD	"{""audit/b775-braver-questions"":25,""claude/new-session-qor5up"":27,""claude/outside-bench"":35,""codex/seat-r001"":27,""main"":33,""paper/structure-genesis-first"":26}"	docs/CAMPAIGN_STATUS.md | docs/HINT_LEDGER.md | docs/LAW_MAP.md | docs/OPEN_LEADS.md | docs/PRACTICES.md | docs/views/VERDICT_LEDGER.md | frontier/B530_natural_history/FINDINGS.md | frontier/B738_pathfinder_compiler/kill_graph.json | +7 catch-all	five flags means five pairs to read, not five corrections established
B1211_declaration_gap	main	FINDINGS.md §0	observer-layer b1145 registered programme	LEAD	"{""audit/b775-braver-questions"":0,""claude/new-session-qor5up"":0,""claude/outside-bench"":5,""codex/seat-r001"":0,""main"":5,""paper/structure-genesis-first"":0}"	docs/CAMPAIGN_STATUS.md | docs/views/VERDICT_LEDGER.md | +3 catch-all	THEOREM_REGISTRY.md's last row was B1145 -- the entire observer-layer closure, the densest theorem cluster the programme has produced, was registered nowhere.
B1211_declaration_gap	main	FINDINGS.md §6 Fences	candidates remaining coverage unswept	LEAD	"{""audit/b775-braver-questions"":3,""claude/new-session-qor5up"":4,""claude/outside-bench"":6,""codex/seat-r001"":3,""main"":6,""paper/structure-genesis-first"":3}"	docs/views/VERDICT_LEDGER.md | frontier/B742_negatives_hunt_p1/stageA/bprime_annotations.json | docs/OPEN_LEADS.md | +3 catch-all	Coverage of the remaining unswept arcs as paper claim candidates is not claimed.
B1212_two_replies	main	memos/YUKAWA_CUP_PRODUCTS_308.md Verdict	chain-level down-type evaluation nonzero	LEAD	"{""audit/b775-braver-questions"":0,""claude/new-session-qor5up"":0,""claude/outside-bench"":1,""codex/seat-r001"":2,""main"":1,""paper/structure-genesis-first"":0}"	frontier/B1212_two_replies/memos/YUKAWA_CUP_PRODUCTS_308.md | +2 catch-all	The down-type map mu_d still has no chain-level evaluation, rank, or nonzero entry.
B1212_two_replies	main	documents/.../YUKAWA_DOWN_RESIDUE_SPEC_308.md Verdict	down-yukawa certificates numerical committed	LEAD	"{""audit/b775-braver-questions"":3,""claude/new-session-qor5up"":3,""claude/outside-bench"":7,""codex/seat-r001"":5,""main"":7,""paper/structure-genesis-first"":3}"	docs/views/VERDICT_LEDGER.md | docs/CAMPAIGN_STATUS.md | frontier/B1194_existence_audit/verification/audit_cells.json | frontier/B1212_two_replies/documents/program-question-map/evidence/YUKAWA_DOWN_RESIDUE_SPEC_308.md | frontier/B1212_two_replies/memos/YUKAWA_CUP_PRODUCTS_308.md | memos/YUKAWA_CUP_PRODUCTS_308.md | +3 catch-all	No numerical or exact 1 x 18 down-Yukawa row is present in the committed certificates.
B1212_two_replies	main	documents/.../YUKAWA_DOWN_RESIDUE_SPEC_308.md Proof boundary	tail-coupled down-yukawa determinant normalized	LEAD	"{""audit/b775-braver-questions"":0,""claude/new-session-qor5up"":0,""claude/outside-bench"":1,""codex/seat-r001"":1,""main"":1,""paper/structure-genesis-first"":0}"	frontier/B1212_two_replies/documents/program-question-map/evidence/YUKAWA_DOWN_RESIDUE_SPEC_308.md | +1 catch-all	Not proved: any nonzero down-Yukawa entry, rank, texture, determinant, normalized residue, or tail-coupled value.
B1212_two_replies	main	verification/r024_lepton_character_datum.py scope line, echoed in r024_rerun.txt	representative determinant nonzero cyclic	LEAD	"{""audit/b775-braver-questions"":12,""claude/new-session-qor5up"":10,""claude/outside-bench"":26,""codex/seat-r001"":27,""main"":26,""paper/structure-genesis-first"":13}"	docs/LAW_MAP.md | docs/OPEN_LEADS.md | docs/views/VERDICT_LEDGER.md | frontier/B749_genesis_forks/RESULTS.json | frontier/B774_chord_pass/stageB_results.json | papers/VALIDATION_LEDGER.md | papers/structure_paper/SKELETON.md | docs/CAMPAIGN_STATUS.md | +10 catch-all	no Cech representative, cyclic/Serre map, nonzero entry, determinant, or physical Yukawa
B1213_claim_base_rebuilt	main	FINDINGS.md §0 / arc_verdict.json	entirely creates settled absent	LEAD	"{""audit/b775-braver-questions"":9,""claude/new-session-qor5up"":7,""claude/outside-bench"":21,""codex/seat-r001"":9,""main"":16,""paper/structure-genesis-first"":12}"	docs/HINT_LEDGER.md | docs/views/VERDICT_LEDGER.md | papers/VALIDATION_LEDGER.md | docs/CAMPAIGN_STATUS.md | docs/LAW_MAP.md | docs/OPEN_PROBLEMS.md | docs/THE_FRAMEWORK.md | docs/THEOREM_REGISTRY.md | +10 catch-all	creates_law is ABSENT ENTIRELY on 919 of 1031 settled arcs -- 89%
B1213_claim_base_rebuilt	main	FINDINGS.md §1	wider pool page	LEAD	"{""audit/b775-braver-questions"":2,""claude/new-session-qor5up"":3,""claude/outside-bench"":7,""codex/seat-r001"":3,""main"":6,""paper/structure-genesis-first"":3}"	docs/views/VERDICT_LEDGER.md | docs/CAMPAIGN_STATUS.md | frontier/B1210_paper_spine_sweep/FINDINGS.md | papers/P3_THE_PAPER/CLAIM_CANDIDATES.md | +3 catch-all	the pool was wider than the page.
B1213_claim_base_rebuilt	main	FINDINGS.md §2	disposition editorial remains column	LEAD	"{""audit/b775-braver-questions"":6,""claude/new-session-qor5up"":6,""claude/outside-bench"":10,""codex/seat-r001"":6,""main"":7,""paper/structure-genesis-first"":7}"	docs/views/VERDICT_LEDGER.md | frontier/B770_closure_census/census.json | docs/RELAY_LEDGER.md | +7 catch-all	The disposition column stays empty; IN / SUP / OUT remains an editorial call.
B1214_creates_law_reaudit	main	FINDINGS.md sec 4	b1070 b1073 lock	LEAD	"{""audit/b775-braver-questions"":0,""claude/new-session-qor5up"":0,""claude/outside-bench"":15,""codex/seat-r001"":10,""main"":15,""paper/structure-genesis-first"":2}"	docs/CAMPAIGN_STATUS.md | docs/LISTENER_MAP_SPEC.md | docs/OPEN_LEADS.md | docs/THE_FRAMEWORK.md | docs/THE_SM_VERDICT.md | docs/views/VERDICT_LEDGER.md | scripts/atlas/atlas_data.json | docs/THEOREM_REGISTRY.md | +3 catch-all	B1070 and B1073 have no lock at all.
